# pat.r,pat.c,rv.E_pas,rv.E_act,rv.k_pas,ra.E_pas,ra.E_act,ra.k_pas,T,sas.r,sas.c,sas.l,sas.v_ref,sat.r,sat.c,sat.l,sat.v_ref,svn.r,svn.c,svn.l,svn.v_ref,pas.r,pas.c,pas.l,pas.v_ref,pat.l,pat.v_ref,pvn.r,pvn.c,pvn.l,pvn.v_ref,ao.CQ,ao.RRA,mi.CQ,mi.RRA,po.CQ,po.RRA,ti.CQ,ti.RRA,lv.E_pas,lv.E_act,lv.v_ref,lv.k_pas,lv.v,la.E_pas,la.E_act,la.v_ref,la.tpwb,la.k_pas,la.v,rv.v_ref,rv.v,ra.v_ref,ra.tpwb,ra.v,la.delay,ra.delay,lv.tr,rv.tr,la.tpww,ra.tpww,lv.td,rv.td,sas.v,sat.v,svn.v,pas.v,pat.v,pvn.v
2.063340445514768307e-01,4.242292203381657245e+00,9.241126112267377124e-01,3.317040084209293305e+00,1.426479442493990002e-02,6.454168697819113731e-01,3.220240664668381214e-01,2.322569469496327949e-02,6.783467505872249337e-01,3.000000000000000062e-03,8.000000000000000167e-02,6.200000000000000270e-05,0.000000000000000000e+00,1.070000000000000062e+00,1.600000000000000089e+00,1.699999999999999905e-03,0.000000000000000000e+00,7.499999999999999722e-02,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000042e-03,1.799999999999999933e-01,5.199999999999999680e-05,0.000000000000000000e+00,1.699999999999999905e-03,0.000000000000000000e+00,6.000000000000000125e-03,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,1.699999999999999956e+00,2.500000000000000000e+00,4.000000000000000000e+01,1.499999999999999944e-02,2.000000000000000000e+01,5.000000000000000000e-01,2.500000000000000000e-01,2.000000000000000000e+01,0.000000000000000000e+00,1.499999999999999944e-02,2.000000000000000000e+01,4.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+01,1.017520125880837373e-01,1.017520125880837373e-01,2.035040251761674746e-01,2.035040251761674746e-01,6.105120755285024098e-02,6.105120755285024098e-02,3.052560377642511980e-01,3.052560377642511980e-01,9.341371288262074746e-01,1.868274257652414860e+01,2.393726392617156762e+02,2.101808539858966984e+00,4.953603323135934033e+01,2.393726392617156762e+02
3.795966940093785102e-01,3.636431441269814435e+00,4.193171996437013438e-01,1.448364612809382335e+00,2.153595787744782414e-02,3.339692791923880577e-01,1.937925289385020733e-01,1.257841480200178746e-02,8.498368003219365363e-01,3.000000000000000062e-03,8.000000000000000167e-02,6.200000000000000270e-05,0.000000000000000000e+00,1.070000000000000062e+00,1.600000000000000089e+00,1.699999999999999905e-03,0.000000000000000000e+00,7.499999999999999722e-02,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000042e-03,1.799999999999999933e-01,5.199999999999999680e-05,0.000000000000000000e+00,1.699999999999999905e-03,0.000000000000000000e+00,6.000000000000000125e-03,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,1.699999999999999956e+00,2.500000000000000000e+00,4.000000000000000000e+01,1.499999999999999944e-02,2.000000000000000000e+01,5.000000000000000000e-01,2.500000000000000000e-01,2.000000000000000000e+01,0.000000000000000000e+00,1.499999999999999944e-02,2.000000000000000000e+01,4.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+01,1.274755200482904638e-01,1.274755200482904638e-01,2.549510400965809276e-01,2.549510400965809276e-01,7.648531202897428105e-02,7.648531202897428105e-02,3.824265601448714191e-01,3.824265601448714191e-01,9.463091819331751475e-01,1.892618363866350251e+01,2.424917278703761383e+02,2.129195659349643943e+00,4.301485577930144188e+01,2.424917278703761383e+02
3.285203014779835562e-01,4.394527269154786531e+00,6.535921481903643748e-01,1.838726305565796748e+00,2.468368379093426740e-02,4.413632322102785110e-01,3.667756619397550821e-01,2.229857090240902964e-02,6.017322566360234770e-01,3.000000000000000062e-03,8.000000000000000167e-02,6.200000000000000270e-05,0.000000000000000000e+00,1.070000000000000062e+00,1.600000000000000089e+00,1.699999999999999905e-03,0.000000000000000000e+00,7.499999999999999722e-02,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000042e-03,1.799999999999999933e-01,5.199999999999999680e-05,0.000000000000000000e+00,1.699999999999999905e-03,0.000000000000000000e+00,6.000000000000000125e-03,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,1.699999999999999956e+00,2.500000000000000000e+00,4.000000000000000000e+01,1.499999999999999944e-02,2.000000000000000000e+01,5.000000000000000000e-01,2.500000000000000000e-01,2.000000000000000000e+01,0.000000000000000000e+00,1.499999999999999944e-02,2.000000000000000000e+01,4.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+01,9.025983849540351878e-02,9.025983849540351878e-02,1.805196769908070376e-01,1.805196769908070376e-01,5.415590309724210849e-02,5.415590309724210849e-02,2.707795154862105425e-01,2.707795154862105425e-01,9.311277150098765665e-01,1.862255430019753177e+01,2.386014769712808743e+02,2.095037358772222191e+00,5.114832668345861322e+01,2.386014769712808743e+02
1.893137540575116629e-01,2.868410872109234067e+00,8.180798614118249823e-01,2.837043362017721115e+00,1.240367737771477449e-02,5.028099287301301956e-01,2.423292875755578279e-01,1.165127234480995561e-02,9.220367740094661535e-01,3.000000000000000062e-03,8.000000000000000167e-02,6.200000000000000270e-05,0.000000000000000000e+00,1.070000000000000062e+00,1.600000000000000089e+00,1.699999999999999905e-03,0.000000000000000000e+00,7.499999999999999722e-02,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000042e-03,1.799999999999999933e-01,5.199999999999999680e-05,0.000000000000000000e+00,1.699999999999999905e-03,0.000000000000000000e+00,6.000000000000000125e-03,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,1.699999999999999956e+00,2.500000000000000000e+00,4.000000000000000000e+01,1.499999999999999944e-02,2.000000000000000000e+01,5.000000000000000000e-01,2.500000000000000000e-01,2.000000000000000000e+01,0.000000000000000000e+00,1.499999999999999944e-02,2.000000000000000000e+01,4.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+01,1.383055161014199175e-01,1.383055161014199175e-01,2.766110322028398349e-01,2.766110322028398349e-01,8.298330966085194771e-02,8.298330966085194771e-02,4.149165483042597247e-01,4.149165483042597247e-01,9.622026910809745592e-01,1.924405382161949163e+01,2.465644395894997274e+02,2.164956054932192675e+00,3.449990825336787026e+01,2.465644395894997274e+02
2.399351800512522226e-01,5.284692532010375920e+00,3.762091924529523124e-01,6.369990605628117475e-01,1.974030170047748681e-02,7.445611846633255482e-01,2.726578947622328997e-01,1.865620903233904115e-02,7.906118039041757362e-01,3.000000000000000062e-03,8.000000000000000167e-02,6.200000000000000270e-05,0.000000000000000000e+00,1.070000000000000062e+00,1.600000000000000089e+00,1.699999999999999905e-03,0.000000000000000000e+00,7.499999999999999722e-02,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000042e-03,1.799999999999999933e-01,5.199999999999999680e-05,0.000000000000000000e+00,1.699999999999999905e-03,0.000000000000000000e+00,6.000000000000000125e-03,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,1.699999999999999956e+00,2.500000000000000000e+00,4.000000000000000000e+01,1.499999999999999944e-02,2.000000000000000000e+01,5.000000000000000000e-01,2.500000000000000000e-01,2.000000000000000000e+01,0.000000000000000000e+00,1.499999999999999944e-02,2.000000000000000000e+01,4.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+01,1.185917705856263521e-01,1.185917705856263521e-01,2.371835411712527042e-01,2.371835411712527042e-01,7.115506235137580848e-02,7.115506235137580848e-02,3.557753117568790424e-01,3.557753117568790424e-01,9.139117457390624200e-01,1.827823491478124751e+01,2.341898848456347366e+02,2.056301427912890389e+00,6.037178222029734798e+01,2.341898848456347366e+02
4.132262478116899285e-01,2.096077048033475609e+00,8.756296200025828202e-01,2.690895011927932678e+00,2.700109581053908997e-02,3.080830168910324574e-01,1.489353275392204523e-01,2.800965255999750964e-02,4.001194307208061351e-01,3.000000000000000062e-03,8.000000000000000167e-02,6.200000000000000270e-05,0.000000000000000000e+00,1.070000000000000062e+00,1.600000000000000089e+00,1.699999999999999905e-03,0.000000000000000000e+00,7.499999999999999722e-02,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000042e-03,1.799999999999999933e-01,5.199999999999999680e-05,0.000000000000000000e+00,1.699999999999999905e-03,0.000000000000000000e+00,6.000000000000000125e-03,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,1.699999999999999956e+00,2.500000000000000000e+00,4.000000000000000000e+01,1.499999999999999944e-02,2.000000000000000000e+01,5.000000000000000000e-01,2.500000000000000000e-01,2.000000000000000000e+01,0.000000000000000000e+00,1.499999999999999944e-02,2.000000000000000000e+01,4.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+01,6.001791460812092027e-02,6.001791460812092027e-02,1.200358292162418405e-01,1.200358292162418405e-01,3.601074876487254939e-02,3.601074876487254939e-02,1.800537438243627608e-01,1.800537438243627608e-01,9.787330854733620189e-01,1.957466170946723949e+01,2.508003531525490359e+02,2.202149442315064487e+00,2.564374945764624769e+01,2.508003531525490359e+02
4.069921478349715072e-01,4.371198768541216140e+00,7.689557986985893212e-01,3.247497410676442264e+00,1.106050964881852110e-02,3.400828819721937180e-01,2.626033413689583540e-01,2.677225627050921347e-02,9.303313751518725860e-01,3.000000000000000062e-03,8.000000000000000167e-02,6.200000000000000270e-05,0.000000000000000000e+00,1.070000000000000062e+00,1.600000000000000089e+00,1.699999999999999905e-03,0.000000000000000000e+00,7.499999999999999722e-02,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000042e-03,1.799999999999999933e-01,5.199999999999999680e-05,0.000000000000000000e+00,1.699999999999999905e-03,0.000000000000000000e+00,6.000000000000000125e-03,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,1.699999999999999956e+00,2.500000000000000000e+00,4.000000000000000000e+01,1.499999999999999944e-02,2.000000000000000000e+01,5.000000000000000000e-01,2.500000000000000000e-01,2.000000000000000000e+01,0.000000000000000000e+00,1.499999999999999944e-02,2.000000000000000000e+01,4.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+01,1.395497062727808768e-01,1.395497062727808768e-01,2.790994125455617536e-01,2.790994125455617536e-01,8.372982376366852608e-02,8.372982376366852608e-02,4.186491188183426582e-01,4.186491188183426582e-01,9.315876189301087740e-01,1.863175237860217592e+01,2.387193273508403593e+02,2.096072142592744658e+00,5.090193315819418984e+01,2.387193273508403593e+02
2.361596697475761009e-01,3.077059750072657529e+00,5.990100763458758859e-01,1.519530440028756813e+00,2.317507398118637263e-02,6.534826438874006271e-01,1.282606550958007574e-01,1.741362412262242171e-02,5.420735960453748614e-01,3.000000000000000062e-03,8.000000000000000167e-02,6.200000000000000270e-05,0.000000000000000000e+00,1.070000000000000062e+00,1.600000000000000089e+00,1.699999999999999905e-03,0.000000000000000000e+00,7.499999999999999722e-02,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000042e-03,1.799999999999999933e-01,5.199999999999999680e-05,0.000000000000000000e+00,1.699999999999999905e-03,0.000000000000000000e+00,6.000000000000000125e-03,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,1.699999999999999956e+00,2.500000000000000000e+00,4.000000000000000000e+01,1.499999999999999944e-02,2.000000000000000000e+01,5.000000000000000000e-01,2.500000000000000000e-01,2.000000000000000000e+01,0.000000000000000000e+00,1.499999999999999944e-02,2.000000000000000000e+01,4.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+01,8.131103940680622921e-02,8.131103940680622921e-02,1.626220788136124584e-01,1.626220788136124584e-01,4.878662364408373892e-02,4.878662364408373892e-02,2.439331182204186876e-01,2.439331182204186876e-01,9.578323088022717702e-01,1.915664617604543452e+01,2.454445291305821399e+02,2.155122694805111205e+00,3.684134055918293882e+01,2.454445291305821399e+02
1.858047738950699412e-01,5.380108609609305148e+00,8.892976105120034003e-01,2.292752740136347889e+00,2.584352744951471520e-02,5.992590417154133320e-01,3.557139707263559103e-01,1.289355288309138210e-02,4.629515576362610019e-01,3.000000000000000062e-03,8.000000000000000167e-02,6.200000000000000270e-05,0.000000000000000000e+00,1.070000000000000062e+00,1.600000000000000089e+00,1.699999999999999905e-03,0.000000000000000000e+00,7.499999999999999722e-02,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000042e-03,1.799999999999999933e-01,5.199999999999999680e-05,0.000000000000000000e+00,1.699999999999999905e-03,0.000000000000000000e+00,6.000000000000000125e-03,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,1.699999999999999956e+00,2.500000000000000000e+00,4.000000000000000000e+01,1.499999999999999944e-02,2.000000000000000000e+01,5.000000000000000000e-01,2.500000000000000000e-01,2.000000000000000000e+01,0.000000000000000000e+00,1.499999999999999944e-02,2.000000000000000000e+01,4.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+01,6.944273364543915306e-02,6.944273364543915306e-02,1.388854672908783061e-01,1.388854672908783061e-01,4.166564018726348628e-02,4.166564018726348628e-02,2.083282009363174592e-01,2.083282009363174592e-01,9.121040824364005095e-01,1.824208164872801063e+01,2.337266711243276234e+02,2.052234185481900841e+00,6.134023783469842073e+01,2.337266711243276234e+02
3.226260501239448519e-01,1.948470475897192911e+00,3.844600673858076800e-01,9.467120154760777506e-01,1.874939633348397805e-02,4.108278085477650166e-01,2.226005985867232084e-01,2.353627394763752739e-02,7.813974595814943136e-01,3.000000000000000062e-03,8.000000000000000167e-02,6.200000000000000270e-05,0.000000000000000000e+00,1.070000000000000062e+00,1.600000000000000089e+00,1.699999999999999905e-03,0.000000000000000000e+00,7.499999999999999722e-02,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000042e-03,1.799999999999999933e-01,5.199999999999999680e-05,0.000000000000000000e+00,1.699999999999999905e-03,0.000000000000000000e+00,6.000000000000000125e-03,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,1.699999999999999956e+00,2.500000000000000000e+00,4.000000000000000000e+01,1.499999999999999944e-02,2.000000000000000000e+01,5.000000000000000000e-01,2.500000000000000000e-01,2.000000000000000000e+01,0.000000000000000000e+00,1.499999999999999944e-02,2.000000000000000000e+01,4.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+01,1.172096189372241470e-01,1.172096189372241470e-01,2.344192378744482941e-01,2.344192378744482941e-01,7.032577136233449100e-02,7.032577136233449100e-02,3.516288568116724411e-01,3.516288568116724411e-01,9.819571954295543970e-01,1.963914390859108750e+01,2.516265313288233187e+02,2.209403689716497254e+00,2.391643254861621060e+01,2.516265313288233187e+02
3.831069052312522372e-01,5.220681110955774251e+00,5.323678271844983767e-01,8.934676221571862254e-01,1.559556596586573682e-02,2.995327762328088284e-01,3.301579831168055534e-01,1.134010174724086988e-02,5.394687581807374732e-01,3.000000000000000062e-03,8.000000000000000167e-02,6.200000000000000270e-05,0.000000000000000000e+00,1.070000000000000062e+00,1.600000000000000089e+00,1.699999999999999905e-03,0.000000000000000000e+00,7.499999999999999722e-02,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000042e-03,1.799999999999999933e-01,5.199999999999999680e-05,0.000000000000000000e+00,1.699999999999999905e-03,0.000000000000000000e+00,6.000000000000000125e-03,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,1.699999999999999956e+00,2.500000000000000000e+00,4.000000000000000000e+01,1.499999999999999944e-02,2.000000000000000000e+01,5.000000000000000000e-01,2.500000000000000000e-01,2.000000000000000000e+01,0.000000000000000000e+00,1.499999999999999944e-02,2.000000000000000000e+01,4.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+01,8.092031372711061543e-02,8.092031372711061543e-02,1.618406274542212309e-01,1.618406274542212309e-01,4.855218823626637065e-02,4.855218823626637065e-02,2.427609411813318463e-01,2.427609411813318463e-01,9.151284670543916588e-01,1.830256934108783184e+01,2.345016696826878615e+02,2.059039050872381260e+00,5.971992377560969345e+01,2.345016696826878615e+02
2.122270879428833634e-01,2.709296347200870425e+00,6.968976719491184468e-01,2.436049604020081638e+00,2.770098171994742065e-02,7.379631153307855129e-01,2.164528071880340576e-01,2.198280340205412131e-02,7.092285561561584295e-01,3.000000000000000062e-03,8.000000000000000167e-02,6.200000000000000270e-05,0.000000000000000000e+00,1.070000000000000062e+00,1.600000000000000089e+00,1.699999999999999905e-03,0.000000000000000000e+00,7.499999999999999722e-02,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000042e-03,1.799999999999999933e-01,5.199999999999999680e-05,0.000000000000000000e+00,1.699999999999999905e-03,0.000000000000000000e+00,6.000000000000000125e-03,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,1.699999999999999956e+00,2.500000000000000000e+00,4.000000000000000000e+01,1.499999999999999944e-02,2.000000000000000000e+01,5.000000000000000000e-01,2.500000000000000000e-01,2.000000000000000000e+01,0.000000000000000000e+00,1.499999999999999944e-02,2.000000000000000000e+01,4.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+01,1.063842834234237644e-01,1.063842834234237644e-01,2.127685668468475289e-01,2.127685668468475289e-01,6.383057005405425033e-02,6.383057005405425033e-02,3.191528502702712933e-01,3.191528502702712933e-01,9.655624187118424517e-01,1.931124837423685037e+01,2.474253697949096420e+02,2.172515442101645711e+00,3.269993417513040157e+01,2.474253697949096420e+02
2.969437396433204368e-01,4.093025785684584861e+00,4.957555186748505149e-01,1.758061459567397788e+00,2.007611153827328077e-02,5.108728138729929924e-01,2.995119784027338028e-01,2.769823403196315648e-02,8.580855684727430877e-01,3.000000000000000062e-03,8.000000000000000167e-02,6.200000000000000270e-05,0.000000000000000000e+00,1.070000000000000062e+00,1.600000000000000089e+00,1.699999999999999905e-03,0.000000000000000000e+00,7.499999999999999722e-02,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000042e-03,1.799999999999999933e-01,5.199999999999999680e-05,0.000000000000000000e+00,1.699999999999999905e-03,0.000000000000000000e+00,6.000000000000000125e-03,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,1.699999999999999956e+00,2.500000000000000000e+00,4.000000000000000000e+01,1.499999999999999944e-02,2.000000000000000000e+01,5.000000000000000000e-01,2.500000000000000000e-01,2.000000000000000000e+01,0.000000000000000000e+00,1.499999999999999944e-02,2.000000000000000000e+01,4.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+01,1.287128352709114576e-01,1.287128352709114576e-01,2.574256705418229152e-01,2.574256705418229152e-01,7.722770116254687456e-02,7.722770116254687456e-02,3.861385058127343450e-01,3.861385058127343450e-01,9.371068054450085727e-01,1.874213610890017279e+01,2.401336188952834618e+02,2.108490312251269483e+00,4.794502898283659675e+01,2.401336188952834618e+02
4.337177505809812761e-01,3.719141977466642324e+00,9.952181576378644756e-01,2.918892671517096638e+00,1.295083901463355697e-02,4.474720386788249016e-01,1.845794552937150002e-01,1.833962129380926204e-02,6.186506099998950736e-01,3.000000000000000062e-03,8.000000000000000167e-02,6.200000000000000270e-05,0.000000000000000000e+00,1.070000000000000062e+00,1.600000000000000089e+00,1.699999999999999905e-03,0.000000000000000000e+00,7.499999999999999722e-02,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000042e-03,1.799999999999999933e-01,5.199999999999999680e-05,0.000000000000000000e+00,1.699999999999999905e-03,0.000000000000000000e+00,6.000000000000000125e-03,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,1.699999999999999956e+00,2.500000000000000000e+00,4.000000000000000000e+01,1.499999999999999944e-02,2.000000000000000000e+01,5.000000000000000000e-01,2.500000000000000000e-01,2.000000000000000000e+01,0.000000000000000000e+00,1.499999999999999944e-02,2.000000000000000000e+01,4.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+01,9.279759149998426104e-02,9.279759149998426104e-02,1.855951829999685221e-01,1.855951829999685221e-01,5.567855489999055246e-02,5.567855489999055246e-02,2.783927744999528109e-01,2.783927744999528109e-01,9.446288216576780306e-01,1.889257643315356106e+01,2.420611355497800048e+02,2.125414848729775485e+00,4.391510879689901259e+01,2.420611355497800048e+02
4.552557168062775217e-01,5.470121348649263027e+00,4.581330658588558813e-01,2.643412288324907600e+00,2.395526475456822429e-02,3.753788457252085209e-01,3.252497951034456491e-01,1.022498347793240024e-02,4.804768148064613165e-01,3.000000000000000062e-03,8.000000000000000167e-02,6.200000000000000270e-05,0.000000000000000000e+00,1.070000000000000062e+00,1.600000000000000089e+00,1.699999999999999905e-03,0.000000000000000000e+00,7.499999999999999722e-02,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000042e-03,1.799999999999999933e-01,5.199999999999999680e-05,0.000000000000000000e+00,1.699999999999999905e-03,0.000000000000000000e+00,6.000000000000000125e-03,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,1.699999999999999956e+00,2.500000000000000000e+00,4.000000000000000000e+01,1.499999999999999944e-02,2.000000000000000000e+01,5.000000000000000000e-01,2.500000000000000000e-01,2.000000000000000000e+01,0.000000000000000000e+00,1.499999999999999944e-02,2.000000000000000000e+01,4.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+01,7.207152222096920025e-02,7.207152222096920025e-02,1.441430444419384005e-01,1.441430444419384005e-01,4.324291333258151876e-02,4.324291333258151876e-02,2.162145666629076146e-01,2.162145666629076146e-01,9.104053284407843671e-01,1.820810656881568690e+01,2.332913654129509951e+02,2.048411988991765131e+00,6.225034528784973986e+01,2.332913654129509951e+02
2.772223413456231245e-01,2.281505857594311237e+00,9.582507979031653633e-01,5.946928811492397937e-01,1.184068380657490177e-02,5.639321492053568363e-01,1.901833035517483950e-01,2.083348462456650896e-02,7.288711426407098459e-01,3.000000000000000062e-03,8.000000000000000167e-02,6.200000000000000270e-05,0.000000000000000000e+00,1.070000000000000062e+00,1.600000000000000089e+00,1.699999999999999905e-03,0.000000000000000000e+00,7.499999999999999722e-02,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000042e-03,1.799999999999999933e-01,5.199999999999999680e-05,0.000000000000000000e+00,1.699999999999999905e-03,0.000000000000000000e+00,6.000000000000000125e-03,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,1.699999999999999956e+00,2.500000000000000000e+00,4.000000000000000000e+01,1.499999999999999944e-02,2.000000000000000000e+01,5.000000000000000000e-01,2.500000000000000000e-01,2.000000000000000000e+01,0.000000000000000000e+00,1.499999999999999944e-02,2.000000000000000000e+01,4.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+01,1.093306713961064713e-01,1.093306713961064713e-01,2.186613427922129427e-01,2.186613427922129427e-01,6.559840283766388280e-02,6.559840283766388280e-02,3.279920141883194140e-01,3.279920141883194140e-01,9.747127209004643467e-01,1.949425441800928738e+01,2.497701347307439903e+02,2.193103622026044697e+00,2.779765977757623219e+01,2.497701347307439903e+02
